id,cpf,nome_completo,emprego_atual,data_nascimento,situacao_civil,cliente_especial,rua,bairro,cidade,estado,CEP,idade
2020,210.398.756-02,Bernardo Freitas,Carpinteiro,1971-02-05,Solteiro(a),0,Passarela Sales,Vila Nova Gameleira 3ª Seção,Peixoto de Dias,PB,66006837,53
2021,634.581.972-73,Theo Pimenta,Lutador de jiu-jitsu,2005-08-29,Solteiro(a),0,Pátio Maysa Cassiano,Vila Nova Cachoeirinha 3ª Seção,Borges,RN,60347-132,18
2022,750.164.832-80,Luiza Monteiro,Frentista,1999-08-10,Casado(a),0,Trevo Gabriel Macedo,Vila Da Ária,Pereira,ES,53939152,24
2023,480.127.635-08,Sr. Otto Casa Grande,Editor,1972-03-01,Divorsiado(a),0,Vereda de Ramos,Unidas,Casa Grande,AL,83772-580,52
2024,842.970.356-00,Ana Júlia Cirino,Lapidário,1991-08-23,Solteiro(a),0,Trevo Lunna Pereira,Solar Do Barreiro,Montenegro da Serra,RO,38779425,32
2025,643.172.950-16,Srta. Isabela Sousa,Empresário,1986-01-20,Casado(a),0,Favela Breno Machado,Maria Tereza,Melo,RJ,33435888,38
2026,507.248.963-92,Francisco Santos,Leiloeiro,1976-07-26,Divorsiado(a),0,Viaduto Rocha,Novo Aarão Reis,Aparecida,SP,23127-889,47
2027,438.512.679-82,Ravi Moraes,Policial militar,1984-06-17,Solteiro(a),0,Praia Pietra Teixeira,Céu Azul,Rios de Porto,PA,86158-807,39
2028,705.638.942-29,Dra. Maria Vitória Silva,Terapeuta floral,1973-10-13,Divorsiado(a),0,Vale Silveira,Serra Do Curral,Guerra Alegre,AC,22224-505,50
2029,381.046.527-53,Sr. Francisco da Costa,Eletricista,1975-05-25,Casado(a),0,Favela de Vieira,Grotinha,Moura do Galho,PE,68116-779,49
2030,142.578.906-49,Heloisa Sá,Biblioteconomista,1963-12-16,Solteiro(a),0,Favela de Aparecida,Vila Paquetá,Barbosa da Mata,DF,50944-626,60
2031,871.490.236-22,Larissa Mendes,Taxidermista/Embalsamador,1987-04-06,Casado(a),0,Via Sá,São Bento,Mendes,PR,77144643,37
2032,382.059.461-24,José Pedro Lima,Apresentador,1986-02-23,Divorsiado(a),0,Lagoa Porto,Vila Maria,Viana,RR,52444829,38
2033,735.098.261-59,Augusto da Paz,Engenheiro de transportes,1999-12-14,Casado(a),0,Lagoa Cauê Cirino,Conjunto Bonsucesso,Gomes,SC,09023-124,24
2034,237.485.619-46,Ana Luiza da Rosa,Tecnólogo em papel e celulose,1982-05-16,Divorsiado(a),1,Ladeira de Novaes,Frei Leopoldo,Andrade de Minas,RN,91518-026,42
2035,201.768.534-80,Sr. Ravy Novaes,Agente de defesa sanitária,1958-07-01,Solteiro(a),0,Conjunto Brito,Cabana Do Pai Tomás,Nunes,DF,56062-670,65
2036,057.826.149-94,Natália Teixeira,Tecnólogo em desenvolvimento social,1965-02-22,Casado(a),0,Chácara Ana Sá,São Paulo,Cirino,PB,13391-921,59
2037,632.758.914-64,Laura Azevedo,Garçom,1974-12-11,Divorsiado(a),0,Loteamento de Peixoto,Vila Olhos D'água,Guerra,PI,78176-318,49
2038,892.306.751-21,Cecilia Casa Grande,Produtor fonográfico,1998-07-21,Solteiro(a),0,Setor de Sousa,Vila Nova Paraíso,Aparecida do Amparo,AM,15517818,25
2039,492.587.610-49,Sr. Marcos Vinicius Rocha,Síndico,1965-09-27,Casado(a),0,Distrito Aurora Cunha,Santa Terezinha,Sá,MG,30675290,58
2040,564.381.079-48,Juliana Sales,Biblioteconomista,1961-04-16,Divorsiado(a),0,Trevo Pinto,Corumbiara,Abreu do Oeste,MG,06373742,63
2041,497.182.305-05,Laura Novais,Barman,1962-08-21,Divorsiado(a),0,Setor Brayan Ribeiro,Engenho Nogueira,Souza de Rodrigues,TO,69030-279,61
2042,142.705.839-32,Caroline Carvalho,Projetista mecânico,1977-03-18,Casado(a),0,Recanto Davi Luiz das Neves,Mangabeiras,Cunha da Mata,RR,48203527,47
2043,536.924.081-70,Yasmin Caldeira,Florista,1968-01-28,Casado(a),1,Quadra Vargas,Barroca,Lopes de da Cunha,PA,40863-386,56
2044,740.685.213-44,Emanuelly Marques,Policial civil,1993-02-15,Divorsiado(a),0,Campo Emanuelly Novais,Vila Da Luz,Pastor dos Dourados,GO,19236-411,31
2045,452.618.370-90,Evelyn da Paz,Técnico em documentação,1966-09-29,Solteiro(a),0,Rodovia de Alves,Conjunto Santa Maria,Brito,BA,74461544,57
2046,205.736.814-90,Isabella Araújo,Tecnólogo em jogos digitais,1998-01-24,Casado(a),0,Área de Costa,Laranjeiras,Pires Verde,RO,76656040,26
2047,394.728.156-00,Lorenzo Mendonça,Espeleologista,1961-10-01,Divorsiado(a),0,Área Luan Cavalcante,Unidas,Cirino de Araújo,AP,69718496,62
2048,357.490.218-23,Luiz Gustavo Nunes,Engenheiro acústico,1988-04-28,Solteiro(a),0,Área Maria Fernanda da Rocha,Vila Oeste,Fogaça,MT,50973-457,36
2049,930.842.615-98,Otávio Melo,Seringueiro,1975-12-20,Divorsiado(a),0,Pátio Martins,Estoril,Sá do Sul,PA,49143329,48
2050,043.297.561-61,Erick Cavalcante,Tecnólogo em papel e celulose,1987-10-20,Casado(a),0,Lago de Vieira,Aguas Claras,Montenegro do Amparo,RR,39658-770,36
2051,287.309.156-86,Ana Cecília Leão,Lubrificador de máquinas,1984-07-13,Divorsiado(a),0,Jardim de Castro,Vila Aeroporto Jaraguá,Silveira das Flores,SE,38851056,39
2052,540.163.792-61,Maria Leão,Almoxarife,1978-05-24,Divorsiado(a),0,Quadra de Moreira,Vila Trinta E Um De Março,Fogaça de Mendes,AC,01195-483,46
2053,219.075.468-20,Leonardo Abreu,Engenheiro cartográfico,2005-07-17,Solteiro(a),0,Largo Gustavo Rocha,Vila Cemig,Carvalho,GO,85665563,18
2054,217.389.640-78,Zoe Alves,Dublê,1981-10-11,Casado(a),0,Praça de Farias,Minaslandia,Castro,SP,80667-183,42
2055,106.259.837-77,Sra. Valentina da Costa,Mestre-de-obras,1979-09-23,Casado(a),0,Pátio Ana Porto,Jardim São José,Sá,AM,50626-440,44
2056,017.365.849-01,Dra. Maysa Monteiro,Mergulhador,1978-04-25,Divorsiado(a),0,Fazenda de Ribeiro,Vila Cemig,Sales Alegre,GO,34422-699,46
2057,941.365.720-34,Caio Fonseca,Traumatologista,1973-11-18,Solteiro(a),0,Núcleo Marques,Gutierrez,Aragão,RS,04736705,50
2058,238.504.697-00,Dr. Josué Andrade,Médico cirurgião,1962-09-21,Divorsiado(a),1,Largo Freitas,Lagoinha Leblon,da Rosa do Norte,AC,47989202,61
2059,314.029.856-06,Rafaela Dias,Gestor de tecnologia da informação,1975-09-27,Divorsiado(a),0,Viela da Conceição,Saudade,Freitas do Norte,RO,64120-805,48
2060,802.671.953-03,Isadora Peixoto,Viveirista,1961-03-28,Casado(a),0,Fazenda Melo,Ademar Maldonado,Borges das Flores,MT,01912992,63
2061,824.093.716-04,Nathan Sales,Político,1980-11-22,Casado(a),0,Jardim de Brito,Caetano Furquim,Ramos,RJ,07473692,43
2062,609.317.842-04,Stephany Aparecida,Estivador,1983-01-05,Casado(a),0,Distrito Barros,Biquinhas,Lopes de Andrade,PR,87084-159,41
2063,657.148.230-44,Leonardo Campos,Jogador de handebol,1970-12-26,Solteiro(a),0,Setor Fogaça,Paquetá,da Conceição do Campo,RN,42610-227,53
2064,167.284.530-08,Luana Pires,Urologista,1961-10-21,Casado(a),0,Vila Porto,Planalto,Freitas de Novaes,CE,36988565,62
2065,210.678.943-22,Ana Carolina Araújo,Ginecologista,1971-06-20,Casado(a),0,Largo Moreira,Calafate,Barros,DF,40015-593,52
2066,413.902.658-89,Sophie Sousa,Taifeiro,1965-01-16,Divorsiado(a),0,Campo de Ribeiro,Ipe,Montenegro,RR,47843946,59
2067,872.054.963-65,Murilo Jesus,Jogador de badminton,2005-07-09,Divorsiado(a),0,Rua Sá,São Lucas,Sá de Carvalho,RS,14568-450,18
2068,648.250.391-89,Srta. Liz Fonseca,Profissional de marketing,1963-09-05,Casado(a),0,Feira Martins,Engenho Nogueira,Garcia de Teixeira,RR,18393-096,60
2069,076.498.532-92,Rebeca Macedo,Gestor de tecnologia da informação,1967-01-17,Divorsiado(a),0,Pátio de Pereira,Custodinha,da Rocha Grande,GO,37932881,57
2070,083.691.527-59,Henry Gabriel Souza,Engenheiro têxtil,1998-12-30,Solteiro(a),0,Ladeira Maria Laura Moreira,Carmo,Lima,SP,98876-951,25
2071,205.916.347-16,Maria Isis Fernandes,Jogador de futebol,1977-12-21,Divorsiado(a),1,Ladeira Maria Júlia Albuquerque,Vila Jardim São José,Moreira dos Dourados,SC,88136-116,46
2072,952.467.103-43,Sr. Vinícius da Conceição,Zelador,1992-05-12,Casado(a),0,Distrito Vitória Borges,Vila Calafate,Gonçalves,BA,10104-119,32
2073,347.902.561-70,Valentim Novais,Intérprete de Bíblias,1973-02-07,Casado(a),1,Parque de da Paz,Coração Eucarístico,Pereira,PR,88471-476,51
2074,819.734.506-66,Carlos Eduardo Cavalcanti,Enólogo,1976-06-28,Casado(a),0,Recanto de Monteiro,Horto Florestal,da Paz,PA,49432889,47
2075,163.429.078-03,Cecília da Cruz,Agrimensor,1975-01-13,Solteiro(a),0,Largo Valentim Rios,Barão Homem De Melo 3ª Seção,Alves de da Conceição,AC,71064816,49
2076,748.132.956-73,Apollo Lima,Telefonista,1999-09-28,Divorsiado(a),0,Núcleo de Barros,Carlos Prates,Costa,RR,96081-732,24
2077,329.756.804-65,Pedro Lucas Monteiro,Modelista,1981-02-06,Solteiro(a),0,Passarela Ramos,Itapoa,Farias da Serra,AL,98576-896,43
2078,362.450.719-25,Kaique Gonçalves,Comandante,1964-08-24,Divorsiado(a),0,Jardim Silva,Coração De Jesus,Montenegro,PB,61540-144,59
2079,039.754.682-38,Eloá Santos,Bancário,1978-08-21,Divorsiado(a),0,Feira Luiz Gustavo Cirino,Novo Tupi,Abreu,CE,97415-193,45
2080,923.846.571-19,Gustavo Henrique Gomes,Repositor,1994-02-13,Casado(a),0,Chácara Machado,Esplanada,Ramos do Norte,PA,58928903,30
2081,821.340.759-88,Carolina Freitas,Gerente de vendas,1967-05-05,Solteiro(a),0,Estação Fonseca,Maravilha,Sales de Peixoto,AM,11635-169,57
2082,095.612.438-06,Liam Monteiro,Caixa,2004-07-08,Divorsiado(a),0,Largo Anna Liz Cavalcanti,Nova Floresta,Camargo do Galho,RO,00544-429,19
2083,649.102.573-06,Srta. Maria Júlia Ferreira,Técnico em aviação,1996-01-07,Casado(a),0,Passarela de Ribeiro,Grajaú,Rocha do Oeste,RJ,25121301,28
2084,084.536.921-06,João Vitor Pereira,Especialista em agronegócios,1995-04-28,Divorsiado(a),0,Distrito de Correia,Caiçaras,Cirino da Praia,DF,81019-286,29
2085,398.064.725-00,Dra. Marcela Oliveira,Endocrinologista,1992-03-16,Divorsiado(a),0,Vale Antony Vasconcelos,Barão Homem De Melo 1ª Seção,Pimenta,AP,51578-055,32
2086,941.078.526-01,Sophia Garcia,Mensageiro,1991-11-03,Solteiro(a),0,Fazenda Raul Andrade,Pompéia,da Mata das Pedras,PR,14451196,32
2087,874.601.395-48,Henrique Mendonça,Odontologista legal,1996-10-13,Solteiro(a),0,Condomínio Caldeira,São Gabriel,Souza,TO,85854090,27
2088,430.279.168-31,Isabella Alves,Torreiro/Torrista,1961-03-03,Divorsiado(a),0,Setor de Marques,Jardim Guanabara,Barbosa de Cirino,CE,31665-291,63
2089,854.760.139-20,Marcos Vinicius Almeida,Capitão,1966-06-03,Casado(a),0,Residencial de Cavalcanti,Barreiro,Rocha de Garcia,RR,80473014,57
2090,498.632.075-00,Sr. João Gabriel Aragão,Imunologista,1978-08-21,Casado(a),0,Aeroporto Almeida,Candelaria,Nunes,RJ,61782932,45
2091,134.752.860-17,Sr. Gael Freitas,Armador,1983-09-04,Casado(a),0,Lagoa de Albuquerque,Havaí,Novais Paulista,MA,39512353,40
2092,490.617.832-40,Rodrigo Camargo,Nadador,1978-09-09,Solteiro(a),0,Viaduto Sampaio,São Jorge 3ª Seção,Castro de Nunes,PI,79621952,45
2093,053.168.427-07,Dr. Davi Lucas Camargo,Técnico tributarista,2001-08-28,Casado(a),0,Loteamento Manuela Siqueira,Vila Atila De Paiva,das Neves do Campo,CE,00646798,22
2094,341.720.596-43,Alana Camargo,Vereador,1986-07-21,Casado(a),0,Estrada Machado,Beira Linha,Porto,PA,56155263,37
2095,649.271.850-01,João Gabriel Aragão,Tenente,1982-02-18,Divorsiado(a),1,Lagoa de Araújo,Vila Santo Antônio Barroquinha,Vargas,ES,86261-568,42
2096,572.891.463-28,Heloísa Rodrigues,Clínico geral,1976-01-10,Casado(a),0,Rodovia Paulo Melo,Senhor Dos Passos,Barbosa,AP,64298-071,48
2097,603.218.479-03,Sr. Juan da Costa,Cancerologista ou Oncologista,1969-05-25,Solteiro(a),0,Rua Kevin da Rocha,Vila Fumec,Moreira,RJ,79846967,55
2098,023.549.618-98,Thiago Fernandes,Limpador de vidros,1983-06-10,Casado(a),0,Núcleo de Cavalcante,Ademar Maldonado,Nascimento do Sul,SE,55358-768,40
2099,516.028.943-70,Vinicius Barbosa,Jogador de boliche,1979-11-23,Casado(a),0,Estação de Martins,Mineirão,Macedo,DF,32133609,44
2100,432.198.065-89,Arthur Gabriel Nogueira,Montador,1976-02-01,Solteiro(a),0,Lago Caleb das Neves,Acaiaca,Pimenta,SP,53489-074,48
2101,527.418.963-64,Sr. Valentim Costela,Marcador de luz,1960-06-26,Solteiro(a),0,Rua Moura,Santa Helena,Fogaça,MA,76404494,63
2102,790.541.632-16,Dr. Kaique Castro,Cartógrafo,1962-08-29,Casado(a),0,Estrada de Vieira,Coqueiros,Dias,RJ,99501-435,61
2103,751.348.209-88,Eduardo Vargas,Lutador de karatê,1968-06-11,Solteiro(a),0,Residencial Lorena Nogueira,Granja De Freitas,da Mota do Amparo,MT,97796-977,55
2104,281.495.706-67,Sofia Garcia,Odontologista legal,1977-07-03,Divorsiado(a),0,Ladeira Antonella Fernandes,Vila Nova Cachoeirinha 3ª Seção,Alves,AC,93174965,46
2105,973.524.081-50,Dra. Pietra Silva,Transcritor,1996-12-01,Divorsiado(a),0,Ladeira de Monteiro,Buritis,Mendonça,PI,13009040,27
2106,168.734.529-55,Ana Júlia Cirino,Profissional de relacionamento com investidores RI,1999-07-04,Divorsiado(a),0,Conjunto de Santos,Santo Antônio,Marques,PA,22953319,24
2107,105.698.473-20,Ester Fernandes,Comerciante,1992-08-21,Divorsiado(a),0,Sítio de Ramos,Conjunto Califórnia I,Nascimento,RJ,39718720,31
2108,029.341.857-88,Srta. Daniela da Mota,Ministro,1983-04-06,Solteiro(a),0,Praia Teixeira,Flamengo,Freitas de Borges,PA,89729343,41
2109,029.687.513-95,Ravy Brito,Cancerologista ou Oncologista,1970-07-06,Solteiro(a),1,Largo João Vitor das Neves,Gameleira,Souza do Sul,MG,14776-963,53
2110,721.038.654-80,Heitor Rios,Cientista de alimentos,1976-03-16,Solteiro(a),0,Residencial Caroline Oliveira,Marieta 1ª Seção,Gonçalves,MA,54228-905,48
2111,491.673.852-73,Théo Aparecida,Ferramenteiro,1994-07-04,Solteiro(a),0,Recanto Lucca Nogueira,Paquetá,Farias do Oeste,RO,48245913,29
2112,245.107.896-02,Gabriel Castro,Técnico em arquivo,1983-05-17,Solteiro(a),0,Praia Silva,Vila Ouro Minas,Sousa,RS,10029270,41
2113,651.940.827-11,Luísa Oliveira,Sonoplasta,2000-07-24,Divorsiado(a),0,Colônia de Cardoso,João Pinheiro,Moreira da Praia,SE,45262367,23
2114,512.763.490-25,Luiz Gustavo Silveira,Marketeiro,1985-12-05,Casado(a),0,Esplanada de da Luz,Vila São Gabriel Jacui,Ribeiro,SP,49076874,38
2115,894.207.316-69,Srta. Ester Pastor,Profissional de recursos humanos,1964-04-10,Divorsiado(a),0,Estação de Moreira,Santa Monica,Sá Alegre,MG,26164-644,60
2116,314.758.029-60,Lunna Aparecida,Montador de negativos,1985-11-25,Divorsiado(a),0,Praça Fogaça,Túnel De Ibirité,Mendonça de Vasconcelos,MT,04366197,38
2117,301.659.428-51,Dr. Ravy Peixoto,Hostess,1966-09-18,Casado(a),0,Estrada Jesus,São Bernardo,Gomes de Minas,AM,17499-939,57
2118,638.592.410-60,Nina das Neves,Eletricista,1965-11-29,Solteiro(a),0,Distrito Hellena Rocha,Jatobá,Souza da Mata,RS,29317-821,58
2119,356.041.982-42,Dr. Otto Brito,Penhorista,1999-12-24,Casado(a),0,Estação Ana Liz da Mota,Laranjeiras,Freitas de Nascimento,AM,82248-348,24
2120,984.201.675-76,Lucas Gonçalves,Aeroviário,2002-01-07,Solteiro(a),0,Distrito Porto,Brasil Industrial,Santos,RJ,49011-402,22
2121,409.163.528-89,Mathias Farias,Oceanógrafo,1975-01-19,Divorsiado(a),0,Via de Machado,Santa Monica,Almeida,RR,07184-536,49
2122,210.948.375-04,Sara Mendonça,Parteira tradicional,1979-09-28,Divorsiado(a),1,Fazenda Gustavo Rocha,Granja Werneck,Azevedo da Praia,MT,35191806,44
2123,874.102.965-85,Davi Lucca da Conceição,Recreador,1995-09-09,Divorsiado(a),0,Pátio de Garcia,Alto Dos Pinheiros,Borges,PI,34701677,28
2124,534.186.209-06,Maria Helena Machado,Fundidor,1987-07-05,Solteiro(a),0,Passarela Aurora Porto,Vila Madre Gertrudes 2ª Seção,Nunes,GO,02066-632,36
2125,794.681.235-37,Maria Helena da Costa,Coronel,1997-08-05,Divorsiado(a),0,Estrada Rezende,Solar Do Barreiro,das Neves,AP,16467889,26
2126,176.548.203-80,Cecilia Jesus,Paparazzo,1999-09-24,Solteiro(a),0,Favela de Monteiro,Silveira,da Conceição dos Dourados,DF,90566219,24
2127,365.018.274-26,Bella Sousa,Prefeito,1977-11-27,Solteiro(a),0,Viela Renan Dias,Vila Batik,Oliveira do Norte,SC,74289-657,46
2128,039.461.825-42,Ana Sophia Novais,Coordenador,2004-12-09,Solteiro(a),0,Travessa Gonçalves,São Gabriel,Ferreira,TO,12220105,19
2129,105.893.746-48,Sr. Ravy da Costa,Assistente de direção,2002-06-28,Divorsiado(a),0,Fazenda Davi Lucas Garcia,Vila Novo São Lucas,Leão,RR,88603-605,21
2130,501.642.739-99,Sra. Bella Melo,Seguidor de compras,1973-03-07,Solteiro(a),0,Área Ana Clara da Costa,São Bernardo,Alves da Serra,PI,65380-765,51
2131,325.407.168-90,Gabriel Marques,Ginecologista,1989-12-08,Solteiro(a),0,Distrito Yago Carvalho,Coração Eucarístico,Moreira da Mata,PR,08576558,34
2132,815.629.437-82,Sra. Maria Vitória Barbosa,Caixa,2001-12-11,Casado(a),0,Chácara Rodrigues,Brasil Industrial,Vasconcelos do Oeste,MG,40112103,22
2133,961.853.274-73,Srta. Maria Laura Cunha,Marceneiro,1970-12-12,Solteiro(a),0,Rodovia Rios,Lajedo,Cavalcante das Flores,RJ,15036492,53
2134,260.435.891-33,Brenda Vargas,Guia turistico,1968-05-17,Solteiro(a),0,Núcleo Apollo Sá,João Paulo Ii,Mendes,PR,86420-984,56
2135,193.725.864-55,Rafaela Moreira,Biotecnólogo,1982-11-04,Solteiro(a),0,Conjunto de Barros,Barro Preto,Farias Grande,TO,94389-658,41
2136,672.850.413-35,Bruna Garcia,Ilustrador,2006-01-04,Casado(a),0,Feira Farias,Coração De Jesus,Cavalcante,ES,91202-376,18
2137,206.589.371-03,Brenda Porto,Designer gráfico,1983-02-03,Divorsiado(a),0,Núcleo Mendes,Grajaú,Vieira,MA,20885117,41
2138,721.653.098-59,Sra. Larissa da Mata,Chefe de cozinha,1995-11-10,Solteiro(a),0,Rodovia Lorenzo Jesus,Pirineus,Garcia Alegre,RR,33687-701,28
2139,841.673.295-73,Benjamin Vieira,Seringueiro,1995-05-16,Divorsiado(a),0,Loteamento Cunha,Luxemburgo,Borges Verde,DF,40350720,29
2140,348.096.257-29,Aurora Viana,Engenheiro de alimentos,1987-08-30,Divorsiado(a),0,Sítio de Santos,Vila Santa Monica 2ª Seção,Mendes de Vargas,MT,97613852,36
2141,621.059.347-06,Nicole Melo,Psicólogo,1987-12-21,Casado(a),0,Quadra de Abreu,Vila Aeroporto Jaraguá,Silveira,DF,65859-321,36
2142,509.478.136-75,Matheus Pimenta,Psiquiatra,1959-07-12,Divorsiado(a),0,Trevo Gonçalves,Jardim Felicidade,Fernandes do Norte,MT,82069635,64
2143,986.521.704-01,José Pedro Machado,Cineasta,1966-09-19,Divorsiado(a),1,Viaduto Caleb Cavalcante,Jardim São José,Pereira Paulista,SE,34203565,57
2144,895.762.043-56,Dr. Anthony Gabriel Brito,Artista/Técnico em espetáculos de diversões,1993-07-03,Divorsiado(a),0,Lago de Rodrigues,Chácara Leonina,Almeida Paulista,MS,07570514,30
2145,081.254.397-14,Dra. Ana Vitória Lopes,Estofador,1971-11-16,Divorsiado(a),0,Recanto Enzo Gabriel Aparecida,João Alfredo,Siqueira,MG,59129024,52
2146,897.546.031-20,Kamilly Ramos,Prefeito,1985-07-22,Casado(a),0,Trevo Juliana Carvalho,Satelite,Pinto,AC,25292-685,38
2147,794.168.302-40,Sr. Apollo Montenegro,Rebarbador de metal,1980-01-08,Solteiro(a),0,Rodovia Theodoro da Costa,Camponesa 1ª Seção,Marques de Siqueira,PR,86284-790,44
2148,790.845.621-94,Dr. Leandro Sá,Estivador,2006-02-01,Casado(a),0,Loteamento de Andrade,Vila Oeste,Vasconcelos da Prata,ES,71527209,18
2149,317.892.045-50,Oliver Rezende,Economista doméstico,1993-12-10,Casado(a),0,Distrito de Nogueira,Cônego Pinheiro 1ª Seção,Pinto,MT,14836800,30
2150,089.243.165-24,Fernando Pires,Vigilante noturno/diurno,1959-04-11,Casado(a),0,Sítio Marina Nogueira,Inconfidência,Lima de Novaes,SE,60468610,65
2151,950.128.736-02,Anthony Gabriel Abreu,Assistente administrativo,1967-07-02,Divorsiado(a),0,Área Silva,União,Novais da Serra,ES,60257259,56
2152,139.472.586-82,Pietro Guerra,Lavador de veículos,2000-12-27,Solteiro(a),0,Estrada Yago Pereira,Cônego Pinheiro 1ª Seção,Almeida,RN,66079910,23
2153,304.628.175-71,Letícia Monteiro,Pedagogo,1962-01-27,Casado(a),0,Praça da Cruz,Conjunto São Francisco De Assis,Câmara de Goiás,MG,67873-733,62
2154,832.106.475-26,Paulo Pastor,Diagramador,1982-04-15,Casado(a),0,Sítio Fernandes,Vila Cemig,Pimenta das Flores,CE,96076029,42
2155,478.036.295-47,Vitor Gabriel Moraes,Obstetra,1986-11-21,Solteiro(a),0,Esplanada Borges,São Bento,Vasconcelos,PI,32614-020,37
2156,312.605.749-70,Sra. Allana Cavalcanti,Historiador,1960-09-07,Solteiro(a),1,Distrito Lopes,Grota,das Neves do Norte,RR,34846-624,63
2157,708.192.346-13,Nicole Lopes,Armador,1978-02-05,Casado(a),0,Lago Teixeira,Jardim Alvorada,Silveira,RN,19860048,46
2158,271.068.935-95,Anthony Gabriel Costela,Vigilante noturno/diurno,1997-07-12,Divorsiado(a),0,Setor da Rocha,Jonas Veiga,Vargas,PA,91844531,26
2159,473.962.850-38,Isis Azevedo,Intérprete de Bíblias,1969-02-04,Divorsiado(a),0,Trecho Rodrigues,Nossa Senhora De Fátima,Albuquerque da Serra,GO,28438716,55
2160,160.827.534-53,Kevin Novaes,Dentista,1996-06-22,Solteiro(a),0,Morro Martins,Marçola,Pacheco,PR,05099366,27
2161,276.583.094-00,Ísis Garcia,Camelô,1971-05-03,Divorsiado(a),0,Distrito Pimenta,Outro,Câmara da Praia,MG,20188185,53
2162,143.078.625-62,Vitor Gabriel Santos,Pneumologista,1998-02-19,Divorsiado(a),0,Avenida da Luz,Vila Independencia 1ª Seção,Pinto do Campo,SP,45777156,26
2163,145.798.326-55,José Miguel Barros,Ufólogo,1965-08-21,Solteiro(a),0,Esplanada Julia Pereira,Centro,Albuquerque de Fogaça,CE,21423477,58
2164,463.871.059-00,Dra. Liz Barros,Educador integrado à saúde pública,2005-10-16,Divorsiado(a),0,Parque Luísa Casa Grande,Caiçaras,Pires,RO,73834-716,18
2165,504.367.918-20,Hellena Ribeiro,Promotor de eventos,1999-03-27,Solteiro(a),0,Alameda Theo Monteiro,Nova Pampulha,Lopes,BA,20682200,25
2166,948.023.517-04,Isaque Azevedo,Tesoureiro,1970-11-10,Divorsiado(a),0,Trevo da Rosa,Mangabeiras,Oliveira,PI,86644208,53
2167,072.465.193-43,Aylla Pacheco,Engenheiro têxtil,1960-07-05,Casado(a),0,Campo de Mendonça,Universitário,Viana da Praia,SP,85104515,63
2168,690.728.351-40,Sra. Emanuelly Gonçalves,Médico nuclear,1993-07-12,Divorsiado(a),0,Estação Pires,Das Industrias I,Porto da Praia,MT,66554911,30
2169,902.451.687-02,Sra. Raquel Moura,Luthier,2005-03-18,Casado(a),0,Largo de Aparecida,Vila Maloca,Campos do Sul,GO,28561313,19
2170,360.749.218-22,Davi Luiz da Luz,Agente de combate à endemias,2001-11-24,Casado(a),0,Feira Carvalho,Vila Nova Paraíso,Carvalho de Melo,AP,31056020,22
2171,639.518.027-40,Sra. Beatriz da Rosa,Toxicologista,2002-04-15,Casado(a),0,Sítio Montenegro,Conjunto Califórnia Ii,Porto,BA,83633576,22
2172,578.042.963-47,Henry Albuquerque,Jogador de boliche,1980-05-31,Casado(a),0,Sítio Cauê Câmara,Santa Lúcia,Moreira da Prata,MA,08374800,44
2173,476.328.905-56,Dra. Caroline da Rosa,Orçamentista,1961-01-02,Solteiro(a),0,Quadra Paulo Cirino,Vila Atila De Paiva,Jesus,MT,19986-730,63
2174,543.081.679-57,Fernanda da Mota,Projetista mecânico,1984-01-15,Divorsiado(a),0,Trevo Marques,Guarani,Viana de Vasconcelos,AP,21004-458,40
2175,751.280.436-90,Dr. Mathias Leão,Diretor de fotografia,2004-05-21,Casado(a),0,Chácara Silveira,Mantiqueira,Moraes dos Dourados,MS,20606-769,20
2176,379.842.650-38,Asafe Aragão,Técnico em hardware,1972-09-08,Solteiro(a),0,Chácara Asafe Câmara,Braúnas,Santos,RS,34611-068,51
2177,346.570.182-80,Alexia Novaes,Necromaquiador,1969-01-08,Solteiro(a),0,Rodovia de Pacheco,Sagrada Família,Rezende da Mata,CE,59062-859,55
2178,714.092.538-05,Zoe Caldeira,Gestor de recursos humanos,1992-12-20,Casado(a),0,Residencial de Moraes,Betânia,Ribeiro de da Mota,AM,75485-999,31
2179,479.302.568-47,Maria Julia Cavalcante,Optometrista,1967-11-11,Solteiro(a),0,Loteamento Nascimento,Boa Vista,Macedo do Amparo,GO,41071-880,56
2180,459.703.826-47,Dra. Rafaela Borges,Cobrador de pedágio,2006-01-23,Divorsiado(a),0,Recanto Leão,Glória,Pacheco,SC,59451-067,18
2181,472.350.896-10,Bento Viana,Maquinista,1998-05-23,Divorsiado(a),0,Rodovia da Paz,Bom Jesus,Nogueira de Ramos,AL,70638-493,26
2182,083.965.172-40,Luana Silva,Escoteiro,1981-03-17,Casado(a),0,Rua Cardoso,Varzea Da Palma,Campos da Serra,PB,70400134,43
2183,942.130.675-99,Luiz Miguel Barbosa,Engenheiro industrial,1973-11-05,Casado(a),0,Via Beatriz Pimenta,Nazare,Fernandes de Almeida,TO,09661985,50
2184,012.635.874-53,Júlia Silveira,Técnico em segurança do trabalho,1995-04-25,Divorsiado(a),0,Lagoa da Cunha,Floramar,das Neves do Galho,TO,00124764,29
2185,064.738.591-01,João Gabriel da Cruz,Diagramador,1995-06-09,Casado(a),0,Quadra de Pastor,Cenaculo,Barros,PR,04331-712,28
